filename,category,text
doc_88,rec.motorcycles,"
Dunno, the newpaper article I read didn't say (I was wondering the same
thing).  I rather doubt it... 

"
doc_89,soc.religion.christian,"

First of all, ""ceremonial law"" is an extraScriptural term.  It is sometimes
used as a framework to view Scripture.  But if you look at Collosions,
without going into it with the assumption that the Sabbath cannot be 
a ceremonial law, you will see that it does refer to the sabbath.

against us to His cross, and therefore we should not be judged in what
what food we eat, what we drink, the keeping of new moons and holy days,
or the keeping of the sabbath.

The word for sabbath in this verse is ""sabbaton"" and is used throughout the
New Testament to refer to the 7th day.  If there is any Scripture from
which we get the idea of the ceremonial law, this is one of them, and the
sabbath is listed among the ceremonial laws.

If one goes into this with the fundamental assumption ""the sabbath cannot
be a ceremonial law"" then he will have to find some way around it, like
saying that this can only refer to the other sabbath holy days besides the
7tH day, Because ""the sabbath cannot be a ceremonial law.""  But
Paul is very careful in his letters to add some kind of parenthetcal 
statement if there is anything that can be seen as a liscence to sin
in his writings.

Also, why is the sabbath absent from the epistles (except for Hebrews 4, which
talks about the rest that comes through faith?)  Surely it would have
been a big problem for first century Christians living in a society
that did not rest on the 7th day.  Especially slaves. Many new converst were
slaves.  It would have been difficult for slaves to rest on the sabbath
if it had been mandatory.  Why is there no mention of this in the epistles?"
doc_90,rec.sport.baseball,"
Yes, Ivan Rodriguez, last year.  Batted .260 and threw out 51% of the
baserunners.  Not too shabby for a rookie from AA.  20 years old last
year.
"
doc_91,talk.religion.misc,
doc_92,soc.religion.christian,"-= PASTORTALK =-

  A weekly dialogue with a local pastor on the news of the day

                      by Carl (Gene) Wilkes 

                       Startext: MC344578 
                     CompuServe: 70423,600
                       Internet: 70423.600@compuserve.com

                   -= THIS WEEK'S THOUGHTS =-

Last week the Supreme Court refused without comment to hear an
appeal by Rensselaer, IN, school officials desiring the
distribution of Bibles in their public schools (REL65, 5/21). A
lower court had banned the local Gideons, an international Bible-
distribution group, from passing out Bibles to fifth-graders. The
ACLU's Barry Lynn was quoted as saying that the court's action
protected the ""religious neutrality of our public schools."" He also
said that schools must serve students of ""all faiths and none.""
Schools were not to be a ""bazaar where rival religious groups
compete for converts,"" according to Lynn.

Several Gideons, men who are responsible for putting Bibles in
hospitals and hotels, are members of our church. They tell of
similar stories where they are only allowed to distribute Bibles on
sidewalks around the schools, but cannot go inside the schools.
They tell of mild harassment by parents who do not want their
children receiving a Bible from a stranger. They are willing to
continue their work at a distance, but find the school's position
somewhat disheartening.

I understand rationally and logically the court's position. And, I
can see the sense of fairness for all groups. But, on the other
hand, when does ""neutrality"" become ""nihilism?"" When does plurality
turn into no position at all?

I see a couple of ironies here. One is that we can pass out condoms
but not Bibles in our schools. Think on that one for a moment.

The other is that while we are seeking ""religious neutrality"" in
our schools, countries like Russia--who, by the way, practiced
""religious neutrality"" for the past seventy years--are making the 
Bible part of their public school curriculum. When I was in St.
Petersburg in March, the church we worked with had trained over 100
public school teachers to teach the Bible, and the government had
requested hundreds more! I recently heard a medical doctor who is
president of the Gideon chapter in Moscow tell how they are eagerly
invited to the University of Moscow to distribute Bibles to the
students and are given class time to explain its contents. I
remember seeing a photograph of this doctor holding a Bible and
speaking to the university students standing under a statue of
Lenin. Now, that's ironic!

I admit two things: 1) We are a pluralistic society, and all faiths
have equal footing. This is what our country was founded on. 2) To
allow every group on school grounds could create a bazaar-like
atmosphere. Each city must work to be inclusive of all religions
and provide a hearing for them. 3)--I know I said two--The vitality
of religious faith is not dependent upon whether or not the public
arena acknowledges it as valid.

However--and you knew this was coming--I believe, disallowing the
distribution of the Bible by law-abiding, caring adults in our
schools only signals once again our culture's movement away from a
singular base from which we as individuals and as a nation can make
moral and ethical decisions.

What do you think? 

                         -= MAIL BOX =-
(Let me know if you do not want me to print your letter or your
name.)

Good column [re: TIME coverstory about teen sexuality]; I agree
with moral education from home, but some homes don't have the kinds
of morals I want taught.  One family I worked with smoked dope as
their primary family activity.  Another acted like incest was OK.
Families, no matter where they are, are often a lot sicker than
we'd like to believe.

From: John Hightower, MC 407602

John,

I agree that the ""home"" ain't what it used to be, and some homes
are NOT the place to learn value-based sexuality. I still believe
that this is where the church can come into play. I know, those
families you speak of may not come to a church to seek information,
but the help does not need to be in a church building...I believe
that the youth from the families you mentioned will probably
disregard the value-free information at school, too."
doc_93,comp.os.ms-windows.misc,"A friend and I have ATI Graphic Ultra display adaptors, and they have
been reasonably good performers, but we both have had irritating compatibility
problems with the ATI drivers and are ready to change to something faster
and more compatible with windows. I have heard rumblings that the new Orchid
9000 card is very fast. Anyone have experience with this card? What is
currently available that is fast, compatible, does 1280x1024x256 non-
interlaced and cost under $500?

Ken Keirnan
-- "
doc_94,talk.politics.mideast,"

Owieneramus. Always has to stick his 'ASALA/SDPA/ARF' made nose into 
every discussion with non-points and lies. Well, still anxiously
awaiting...


Source: Cemal Kutay, ""Ottoman Empire,"" vol. II., p. 188.    

""The atrocities and massacres which have been committed for a long time
 against the Muslim population within the Armenian Republic have been 
 confirmed with very accurate information, and the observations made by
 Rawlinson, the British representative in Erzurum, have confirmed that
 these atrocities are being committed by the Armenians. The United States
 delegation of General Harbord has seen the thousands of refugees who came 
 to take refuge with Kazim Karabekir's soldiers, hungry and miserable, 
 their children and wives, their properties destroyed, and the delegation
 was a witness to the cruelties. Many Muslim villages have been destroyed
 by the soldiers of Armenian troops armed with cannons and machine guns
 before the eyes of Karabekir's troops and the people. When it was hoped
 that this operation would end, unfortunately since the beginning of 
 February the cruelties inflicted on the Muslim population of the region
 of Shuraghel, Akpazar, Zarshad, and Childir have increased. According
 to documented information, 28 Muslim villages have been destroyed in the
 aforementioned region, more than 2,000 people have been slaughtered,
 many possessions and livestock have been seized, young Muslim women
 have been taken to Kars and Gumru, thousands of women and children who
 were able to flee their villages were beaten, raped and massacred in the
 mountains, and this aggression against the properties, lives, chastity 
 and honour of the Muslims continued. It was the responsibility of the
 Armenian Government that the cruelties and massacres be stopped in order 
 to alleviate the tensions of Muslim public opinion due to the atrocities 
 committed by the Armenians, that the possessions taken from the Muslims
 be returned and that indemnities be paid, that the properties, lives,
 and honour of the Muslims be protected.""


Serdar Argic"
doc_95,comp.sys.ibm.pc.hardware,"[discussing the use of IRQ 7]



To put it a little differently:

 - IRQ 7 is the de facto standard interrupt assigned to be used by the
   printer adapter to announce its completion of some activity.

 - DOS doesn't monitor IRQ 7; it uses other means to determine when it's
   time to send out another byte to the printer.

 - Most (all?) (hardware) printer adapters have the ability to disable
   the use of IRQ 7, usually by merely breaking the connection between
   the ISA pin and the associated driver.  Other adapters control the
   IRQ line by a tri-state driver, and by programming just leave it
   in the high-impedence mode.

 - Unfortunately, there are a lot of adapter cards which use bistate
   drivers (i.e., either assert high or assert low) for the IRQ lines
   rather than tristate drivers (assert high, assert low, or don't
   assert anything).  The presence of such a card on an IRQ line precludes
   the use of that IRQ by any other adapter unless it is physically 
   disconnected by a jumper.

   (Incidentally, note that there's no requirement that a card hold
   the IRQ line low when no interrupt is desired.  If that were true
   you would have to somehow tie down all unconnected IRQ lines, and
   that certainly isn't a requirement.)

 - Non-DOS operating systems (OS/2, NT (?), various Unices or whatever the
   proper plural of Unix might be) require the use of IRQ 7 for performance
   reasons.  

And the SB16, alas, is one of the cards which uses bistate drivers."
doc_96,comp.os.ms-windows.misc,"Hi.  My last question for the year.  I have a mail-order no-name notebook
with 4 meg ram.  I never have problems with my huge ramdisk or when
running desqview, but Win3.1 and W4W2.0 constantly crash on me, most
commonly citing a ""memory parity error.""  The only thing I can do is TURN
OFF and re-boot.  My CMOS ticks off & counts all the memory every startup,
and there is never a problem with this either.

Could it be a bug in my Windows copy instead of the hardware?  I remember
having some disk error problems when installing it.


Is there any change I could make to lessen the frequency or likelyhood of
this happening (I think win vs win /s produce different crashes, but both
crash frequently nonetheless)"
doc_97,rec.sport.hockey,"Hey man! -

Having spent the past season learning to skate and having played a
couple of sessions of mock hockey, I'm ready to invest in hockey
equipment (particularly since I will be taking summer 'hockey
lessons').  However, I am completely and profoundly ignorant when it
comes to hockey equipment.  I've checked out local stores and looked
at catalogs, but I was hoping to solicit opinions/suggestions before
actually plunking down any money.  Having played football in high
school and college I at least have that equipment as a basis for
comparison.  But for example what are the advantages/disadvantages to
different kinds of shoulder pads and pants/girdles?  Are there any
notoriously bad or unsafe brands or styles?  etc.  So any suggestions
or comments would be greatly appreciated.
"
doc_98,talk.politics.guns,"


Has anyone publically considered the possibility that the fires were set
for defence instead of suicide and the destruction and confusion caused
by the tanks and gas caused things to get out of the BDs control?

--
""Spending programs are now 'investments,' taxes are 'contributions,' and 
these are the same people who say _I_ need a dictionary?""  - Dan Quayle 2/19/93"
doc_99,comp.windows.x,"Just opened up the distribution.
"
doc_100,talk.politics.mideast,"
Yeah right, sorta like the Indian sub-contient, eh?"
doc_101,comp.graphics,"Hi!... 

I am searching for packages that could handle Multi-page GIF
files...    

Are there any on some ftp servers?

I'll appreciate one which works on PC (either on DOS or Windows 3.0/3.1).
But any package works on Unix will be OK.."
doc_102,comp.os.ms-windows.misc,"

Just a thought on resources,  It is very important if you do use a
multiplatform toolkit to check on how it uses resources.  I have
used Glockenspeil commonview under Motif and OS2.  I wrote a resource
converter from OS2 to Motif, but it really wasn't too easy, especially
the naming scheme. In Motif you cannot rename controls/widgets.
With windows you can call the OK button ID_OK in every instance,
this doesn't work for Motif, you'd have to call it Dialog1_OK,
and Motif expects a text string rather than a number.  So 
your constructor should know how to convert a #define into the
proper resource identifier.
I'd check on how the toolkit expects names, and that if it does
use resources, that is uses resources for all platforms you intend to
port to. ( By the way, I would never use CommonView or Glockenspiel
for anything ) 



Alex.

"
doc_103,talk.politics.mideast,"
In the same way in which antisemite means anti-Jewish and not anti-all-
persons-of-who-are-semite, a ""form of racism"" means: A form of segregation
against all those who are different based on the religious identification.

AAP
"
doc_104,talk.religion.misc,
doc_105,rec.sport.hockey,"

I haven't heard any news about ASN carrying any games but the local
cable station here in St. John's (Cable 9) is carrying the games live!

Hey, it's better than nothing!

GO LEAFS GO!!!

Dale"
doc_106,comp.sys.mac.hardware,"In light of the 100 letter over ""What was the LISA"" I thought I'd start a
new one.  What was the IIvx?  I hear it was some machine that predated the
main 040 line by about 6 mos, but used obsolete tech.  Rumor has it that
several were sold....
"
doc_107,talk.politics.misc,"
Jobs?  What the hell have jobs to do with it?  It's another touchy-feely 
program from the new, vapid administration.  The fact is, the major claim
made for ""universal"" immunization -- that ""all children will be immunized"" --
has absolutely no validity.  Several states already have U.I. programs, have
had these programs for _years_. The result: on average, their success rates
are no better than the national average.  It seems that the gummint hasn't
yet figured out a way to MAKE parents bring their kids in.  Yet another case
of shameless demagoguery from the ""new"" Democrats, the ""agents of change."" 
 

What?  Clinton using this issue for _partisan gain_?  Do tell.
 

All together now... c'mon, you know the words... ""Meet the new boss! Same as 
the old boss!""  And the chorus: ""We won't get fooled again!""

------ ------ ------ ------ ------ ------ ------ ------ ------ ------ ------ 

Paul Havemann   (Internet: paul@hsh.com)"
doc_108,misc.forsale,"I need a large dog cage, the kind you use to housebreak a dog when you
are not around.  I have been adopted by a 11 month old non-housetrained
huskey.  I am in the Pittsburgh area.  My number is 412 268-8843.  
"
doc_109,comp.os.ms-windows.misc,"Looking for ORGANIZER program for Windows.
Currently have Lotus Organizer, not bad, but looking for better.
Should have a calender / scheduler.
Should have a to do list.
Nice additions : Address / Phone Book
		 Diary
Please, any suggestions?  Shareware/Public/or Copyrighted...
Please EMAIL sthong@eniac.seas.upenn.edu
--



 -------------------------------------------
 Steven Hong 
 Email Address : sthong@eniac.seas.upenn.edu
 University of Pennsylvania
 Engineering Class of 1996"
doc_110,comp.sys.mac.hardware,"I have got a dot matrix printer that came with a Lisa (I think) I wish to attach it to a PC, but have no manual. I have been told that it is some sort of C.Itoh printer in disguise. Can anyone help with manuals or info about codes to send to select fonts, italics etc. I want to write a printer driver for Protext.

Thanks in advance

Stuart"
doc_111,rec.autos,"Well, there *is* a difference.

I don't happen to have my SAE manual handy, but oil viscosity in general
_decreases_ with temperature.  The SAE numbers are based on a `typical'
curve that oils used to all have, running from (say) the viscosity of a
room-temperature 90-weight at 0C, down to (say) that of a room-temperature 
5-weight at 20C, for a typical 40-weight oil.

Oils that are designed for operation in `normal' temperatures just have
a weight specification.  Oils that are designed for operation in exceedingly
cold temperatures have a `W' tacked on the end, so in winter in a cold
place, you'd stick 10W in your car in the winter and 40 in it in the summer,
to approximate the appropriate viscosity throughout the year.

Modern multi-viscosity oils change viscosity much less with temperature.
As a result, their viscosity graphs cross over several curves.  A multi-vis
specification pegs the curve at two temperatures, a `normal' operating
temperature and a `cold' one (though I can't remember the numbers...).

In any event, the weights do indicate a significant difference.  Remember
that your engine is temperature-regulated (by the thermostat and
radiator or air fins) most of the time -- unless you overheat it or
something.

Any weight of oil is better than no oil, or than very old, carbonized
oil.  Thin oil won't (in general) lubricate as well at temperature,
thicker oil will (like a 20W50) will lubricate better at temperature, 
but not as well during startup, when most engine wear occurs.  

If you're planning on making long drives, the 20W50 is probably fine
(esp. in the summer) in your 10W40 car.  But if you're making short drives,
stick to the 10W40.

"
doc_112,sci.space,"""Space Station Redesign Leader Says Cost Goal May Be
Impossible""

Today (4/6) the Washington Post ran an article with the
headline shown above. The article starts with ""A leader
of the NASA team in charge of redesigning the planned
space station said yesterday the job is tough and may
be impossible."" O'Connor is quoted saying whether it is
possible to cut costs that much and still provide for
meaningful research ""is a real question for me.""
O'Connor said ""everything is fair game,"" including
""dropping or curtailing existing contracts with the
aerospace industry, chopping management of the space
station program at some NASA facilities around the
country, working closely with the Russian space station
Mir, and using unmanned Titan rockets to supplement the
manned space shuttle fleet.""

O'Connor says his team has reviewed 30 design options
so far, and they are sorting the serious candidates
into three categories based on cost.

The Post says O'Connor described the design derived
from the current SSF as a high cost option (I believe
Kathy Sawyer, the Post writer, got confused here. I
listened in on part of O'Connor's briefing to the press
on Monday, and in one part of the briefing O'Connor
talked about how the White House wants three options,
sorted by cost [low, medium, and high]. In another part
of the briefing, he discussed the three teams he has
formed to look at three options [SSF derivative @ LaRC,
modular buildup with Bus-1 @ MSFC, and Single Launch
Core [""wingless Orbiter""] @ JSC. Later, in response to
a reporters question, I thought I heard O'Connor say
the option based on a SSF redesign was a ""moderate""
cost option, in between low & high cost options. Not
the ""high cost"" option as Sawyer wrote).

The article goes on to describe the other two options
as ""one features modules that could gradually be fitted
together in orbit, similar to the Russian Mir. The
other is a core facility that could be deposited in
orbit in a single launch, like Skylab. That option
would use existing hardware from the space shuttle -
the fuselage, for example, in its basic structure."""
doc_113,comp.windows.x,"
Sorry, but olwm and tvtwm don't do it. They place the title at that position
and the window at a position below it.

This becomes a problem when you want a program to be able to save its current
configuration and restore is later.

Currently, my solution is:

	XCreateWindow(...);
	XSetWMProperties(..);
	XMapWindow(...);
	XFlush(...);
	XMoveWindow(...);


It works with olwm, but is less than elegant. All this leaves me wondering
if I'm overlooking something obvious."
doc_114,talk.politics.mideast,"

If a 'dog's prayers were answered, bones would rain from the sky.
Did you know that the word 'Karabag' itself is a 'Turkish' name? 
Before 1827, before the Russians and their 'zavalli kole' Armenians, 
drove all the Turks/Muslims out, it was a Turkish majority town. Well,
anyway, it is not surprising that Armenians also collaborated with the 
Nazis.

 ""Wholly opportunistic the Dashnaktzoutun have been variously
  pro-Nazi, pro-Russia, pro-Soviet Armenia, pro-Arab, pro-Jewish,
  as well as anti-Jewish, anti-Zionist, anti-Communist, and 
  anti-Soviet - whichever was expedient.""[1]

[1] John Roy Carlson (Arthur Derounian), 'Cairo to Damascus,' 
    Alfred A. Knopf, New York, 1951, p. 438.
  
As a dear friend put it, the Tzeghagrons (Armenian Racial Patriots) 
was the youth organization of the Dashnaktzoutun. It was based in
Boston (where ASALA/SDPA/ARF Terrorism Triangle is located) but 
had followers in Armenian colonies all over the world. Literally
Tzeghagron means 'to make a religion of one's race.' The architect
of the Armenian Racial Patriots was Garegin Nezhdeh, a Nazi Armenian
who became a key leader of collaboration with Hitler in World War II.
In 1933, he had been invited to the United States by the Central
Committee of the Dashnaktzoutun to inspire and organize the 
American-Armenian youth. Nezhdeh succeeded in unifying many local
Armenian youth groups in the Tzeghagrons. Starting with 20
chapters in the initial year, the Tzeghagrons grew to 60 chapters
and became the largest and most powerful Nazi Armenian organization.
Nezhdeh also provided the Tzeghagrons with a philosophy:

 ""The Racial Religious beliefs in his racial blood as a deity.
  Race above everything and before everything. Race comes first.""[1]

[1] Quoted in John Roy Carlson (real name Arthur Derounian), ""The
    Armenian Displaced Persons,"" in 'Armenian Affairs,' Winter,
    1949-50, p. 19, footnote.


Now wait, there is more.

THE GRUESOME extent of February's killings of Azeris by Armenians
in the town  of Hojali is at last emerging  in Azerbaijan - about
600 men,  women and  children dead  in the  worst outrage  of the
four-year war over Nagorny Karabakh.

The figure  is drawn  from Azeri investigators,  Hojali officials
and casualty lists published in the Baku press. Diplomats and aid
workers say the death toll is in line with their own estimates.

The 25  February attack on Hojali  by Armenian forces was  one of
the last moves  in their four-year campaign to  take full control
of Nagorny Karabakh,  the subject of a new  round of negotiations
in Rome on Monday. The bloodshed was something between a fighting
retreat and  a massacre, but  investigators say that most  of the
dead were civilians. The awful  number of people killed was first
suppressed by  the fearful  former Communist government  in Baku.
Later  it  was blurred  by  Armenian  denials and  grief-stricken
Azerbaijan's wild  and contradictory  allegations of up  to 2,000
dead.

The State Prosecuter, Aydin Rasulov,  the cheif investigator of a
15-man  team  looking  into  what Azerbaijan  calls  the  ""Hojali
Disaster"", said  his figure of 600  people dead was a  minimum on
preliminary  findings.  A similar  estimate  was  given by  Elman
Memmedov, the mayor of Hojali. An  even higher one was printed in
the Baku newspaper  Ordu in May - 479 dead  people named and more
than 200 bodies reported unidentified.  This figure of nearly 700
dead is quoted as official by Leila Yunusova, the new spokeswoman
of the Azeri Ministry of Defence.

FranCois Zen  Ruffinen, head  of delegation of  the International
Red Cross  in Baku, said  the Muslim imam  of the nearby  city of
Agdam had reported a figure of  580 bodies received at his mosque
from  Hojali, most  of  them  civilians. ""We  did  not count  the
bodies. But  the figure seems  reasonable. It is no  fantasy,"" Mr
Zen Ruffinen said. ""We have some idea since we gave the body bags
and products to wash the dead.""

Mr  Rasulov endeavours  to give  an unemotional  estimate of  the
number of  dead in the  massacre. ""Don't  get worked up.  It will
take  several months  to  get a  final  figure,"" the  43-year-old
lawyer said at his small office.

Mr Rasulov  knows about these  things. It  took him two  years to
reach  a firm  conclusion that  131  people were  killed and  714
wounded  when  Soviet  troops  and tanks  crushed  a  nationalist
uprising in Baku in January 1990.

Those  nationalists, the  Popular  Front, finally  came to  power
three weeks  ago and  are applying pressure  to find  out exactly
what  happened when  Hojali, an  Azeri town  which lies  about 70
miles from the border with Armenia, fell to the Armenians.

Officially, 184 people have so  far been certified as dead, being
the  number of  people that  could be  medically examined  by the
republic's forensic department. ""This  is just a small percentage
of the dead,"" said Rafiq Youssifov, the republic's chief forensic
scientist. ""They were the only bodies brought to us. Remember the
chaos and the fact that we are  Muslims and have to wash and bury
our dead within 24 hours.""

Of these 184 people, 51 were women, and 13 were children under 14
years old.  Gunshots killed  151 people,  shrapnel killed  20 and
axes or  blunt instruments  killed 10.  Exposure in  the highland
snows killed the last three.  Thirty-three people showed signs of
deliberate mutilation, including ears,  noses, breasts or penises
cut off and  eyes gouged out, according  to Professor Youssifov's
report. Those 184 bodies examined were less than a third of those
believed to have been killed, Mr Rasulov said.

Files  from  Mr  Rasulov's  investigative  commission  are  still
disorganised -  lists of 44  Azeri militiamen are dead  here, six
policemen there,  and in handwriting  of a mosque  attendant, the
names of  111 corpses brought to  be washed in just  one day. The
most heartbreaking account from  850 witnesses interviewed so far
comes  from Towfiq  Manafov,  an Azeri  investigator  who took  a
helicopter  flight  over  the  escape route  from  Hojali  on  27
February.

""There were too many bodies of  dead and wounded on the ground to
count properly: 470-500  in Hojali, 650-700 people  by the stream
and the road and 85-100  visible around Nakhchivanik village,"" Mr
Manafov  wrote in  a  statement countersigned  by the  helicopter
pilot.

""People waved up  to us for help. We saw  three dead children and
one  two-year-old alive  by  one  dead woman.  The  live one  was
pulling at her arm for the mother to get up. We tried to land but
Armenians started a barrage against  our helicopter and we had to
return.""

There  has been  no consolidation  of  the lists  and figures  in
circulation because  of the political  upheavals of the  last few
months and the  fact that nobody knows exactly who  was in Hojali
at the time - many inhabitants were displaced from other villages
taken over by Armenian forces.

THE INDEPENDENT, London, 12/6/'92

Serdar Argic"
doc_115,talk.politics.mideast,"May 13, 1993  _Five Russian soldiers sentenced to death in Azerbaijan_
 
MOSCOW (UPI) -- Five soldiers who served in Russia's 7th army stationed in
Armenia were sentenced to death in the Azerbaijani capital Baku Thursday for
allegedly ""carrying out diversions and killing 30 Azeri soldiers."" 

A statement released by the news service of Azeri President Abulfaz Elchibey
said ""the sentence was final and was not subject to protest or appeal,"" the 
Russian state news agency Itar-tass reported. 

But the Russian Foreign Ministry issued an appeal for the men to be handed
over to the authorities in Moscow for punishment. 

""This would accord with modern standards of humanity towards those who have
committed crimes,"" the statement reads. 

The five men, together with another soldier who received a 15-year prison
sentence, were captured in September 1992 by Azeri police in the Kelbadzhar
district of Azerbaijan, between Nagorno-Karabakh and Armenia. 

The Supreme Court in Baku said the men had gone through special training in a
company of the Russian 7th army in the Armenian capital Yerevan, after which
they were sent across the Armenian-Azeri border into Nagorno-Karabakh to 
carry out diversions against Azeri troops. 

However, the Russian Foreign Ministry statement claimed they had deserted the
Russian army and were fighting as mercenaries with Armenian armed forces in
the battle zone round Karabakh. 

Nagorno-Karabakh is an Armenian-populated enclave within Azerbaijan which for
five years has been fighting for independence from Baku in a war that has
left many thousands dead and uprooted hundreds of thousands from their homes. 

Both Yerevan and Baku have always claimed that Russian servicemen stationed
in these Caucasian republics, who were left behind after the break-up of the 
Soviet Union, are fighting as mercenaries in the Karabakh war. 

The statement from Moscow said the Russian side repeatedly appealed to the
Azerbaijani government to show humanity and leniency in their treatment of the
six men, and to hand them over to the Russian authorities. 

It said that President Boris Yeltsin himself sent a letter with this request 
to his Azeri counterpart Elchibey. Itar-tass said that the soldiers' defense
attorneys had lodged an appeal for clemency. 
 
 
"
doc_116,sci.electronics,"Hi,  I have a few questions about laying out a PCB. I am using easytrax for dos
which is a great program. But what my question is When laying out traces what
thickness should they be? I am mainly designing low voltage low current boards
for micro controller apps. What should pad sizes be for resistors? I will be
turning to a commercial PCB maker to produce 1's of these boards and I was
wondering what is the minimum distance traces should be from each other. Well
any info would be great. Thanks.
                                                 Anton
"
doc_117,sci.crypt,"
I heard somewhere (can't name the source) that TEMPEST does not necessarily
pick-up just CRTs, but it can pick up emissions from almost any chip.  If
that is true, the kind monitor would not make any difference becuase everything
on the screen can be picked-up from the video controller.  Can anybody verify
or refute this?"
doc_118,rec.sport.baseball,"


Sandberg is not particulary known for his stolen bases.  What competition did 
Alomar have?  Sandberg came in a year after Ripken, and the same year as Boggs,
Gwynn, and the other magicians.  So less attention was given to Sandberg. 
Alomar is the only one in his class to be worth a mediocre.  Besides the 
numbers don't count.  National league pitchers are much better pitchers. 

Larry                          on someone elses account 
--"
doc_119,comp.sys.mac.hardware,"1528.98
                         ^^^^^^^^

Hmm, new Duo machines to be released 07/13/93 ?


Sincerely,
Lars"
doc_120,comp.sys.ibm.pc.hardware,"This might be a silly question but I have to ask it anyway. I am in
the process of purchasing an EISA/VL Bus 486 DX2-66 computer and I
found two places that sell machines that have what I want and have the
same price. The first is Ares and they use a Cache motherboard (that's
the brand of the motherboard) with OPTI chip set, the other is Micron
(formerly Edge Technology) and they use the Micronics EISA/VLB
motherboard.

I said that this might be a silly question since I believe that
Micronics is a very well known motherboard manufacturer while I never
heard of Cache! I am however leaning towards the Ares machine because
my impression is that they are known for building good, solid machines
and they have good tech support (24 hr, 7 days/wk), and a better
warrantee (2 years).  Micron, on the other hand, seems to have
recently aquired Edge Technologies and I'm not sure how much I should
trust the company.

I would REALLY appreciate any input on this. Is the Micron machine the
clear choice?  Does anyone know anything positive or negative about
either company? Has anyone ever heard of Cache motherboards? Should I
go with Micron just because it has the Micronics motherboard? etc.

Thanks very much in advance for any information.
"
doc_121,sci.electronics,"[heats of formation deleted]

The major problem with this is that the reaction takes place in an ACID solution.
PbSO4 is soluble in an acid solution and will not precipitate out.  Also, H2SO4
is in a water solution as 2H30+ and SO4--.  Thus the heats of formation of
PbSO4 and H2SO4 are for the most part irrelevant.


As it turns out the reaction is indeed exothermic (heat producing).
(More about this later.)

What actually happens to make the battery completely useless is this:
(we're talking lead-acid batteries of course)
The battery slowly self discharges.  As this discharge takes place two things
happen. -The level of Pb++ ions in the acid solution increases (i.e. the lead
           and lead oxide plates are dissolved).
        -The level of H30+ ions in the acid solution decreases (i.e. the solution
           becomes less acidic, or more like water if you like).
Now, as the post to which I am responding correctly stated, PbSO4 will precipitate
in a WATER (non-acid) solution.  When the battery dies (i.e. is fully discharged)
we end up with a high concentration of Pb++ and SO4-- in water.  So PbSO4
forms in the solution and FALLS TO THE BOTTOM OF THE BATTERY (of course this
happens in varying degrees, the more discharged, the more precipitate forms).

The precipitate forms a conductive layer on the bottom of the battery.  If
there is enough of the lead and lead oxide plates left to touch the precipitate
(more common in a newer battery) a dead short results.

I have seen products in automotive shops to correct this condition, but they
are for the most part useless.  They can dissolve the PbSO4 but cannot restore
the lead and lead oxide plates properly.  You may have some success with
these products for a newer battery.

[stuff deleted]
[stuff deleted]

This stuff is just made up by the author and is completely invalid.
In fact the discharge reaction takes place at a higher rate at higher
temperatures.  A logical consequence of the above argument is this:
""If you really want your car to start, lower the battery temperature to
 -50 to 'pull' the reaction along.""  We all know from experience (at
 least those of us in Canada do (it gets cold up here)) that this is
not true.  If we want to start our car on a really cold day we warm
the battery.

(Besides which, there is not enough energy released through self discharge
 to appreciably raise the temperature.  The air would amply dissipate any
 such heat, whether the bottom of the battery was insulated or not.  This
 is of course irrelevant, since you would WANT the battery to be cool
 during storage.)"
doc_122,comp.os.ms-windows.misc,"I am working with Visual Basic v2.0 for windows.
Specifically, I am working on an application that generates formatted reports.
Since, some of these reports can be rather large, my first question is:

1.  Is there a way to increase the size of a list box or text box in
Visual Basic/windows beyond the 64k limit?

As I have not (as yet - being optimistic :-) come across a way to get
around the above problem, I am working on the following approach:

I am trying to create my own defined template in MS-Word, using the
WordBasic Macros so that I can open up Word from Visual Basic(VB) and load
this template of mine, which will work in the following way:

It will first open MyOwn.INI file (created in VB - at the time when the
user selected the kind of report he weanted) and read the section from the
.INI file and jump to the appropriate code in template - which will then
open and read a file pertaining to the section it read from the .INI file.

1.  When using the GetProfileString function in WordBasic, is there a way
to specify/change the default .INI file (which is win.ini) to MyOwn.INI file?

2. When using the file Input$ function in WordBasic - is there a way to
read more than the 32k at one time?

---
Any help will be appreciated."
